COM_CODE,UPC,DESCRIP,SIZE,CASE,NITEM
237,2950080254,DIET RITE TANGERINE,6/12OZ,4,62920
236,2950080294,DIET RITE (TANGERINE,12/12O,2,61670
241,2950080312,DIET RITE TANGERINE,16 OZ,24,62980
241,2950080762,DIET RITE TANGERINE,20 OZ,24,61100
238,2950080932,DIET RITE TANGERINE,2 LT,8,62320
238,2950080933,DIET RITE TANGERINE,2 LT,8,62320
237,2950081254,DIET RITE WHITE GRAP,6/12OZ,4,61740
236,2950081294,DIET RITE WHITE GRAP,12/12O,2,62420
225,2950081312,DIET RITE WHITE GRAP,16 OZ,24,9810630
241,2950081762,DIET RITE WHT GRAPE,20 OZ,24,61080
238,2950081932,DIET RITE WHITE GRAP,2 LT,8,62410
238,2950081933,DIET RITE WHITE GRAP,2 LT,8,62410
225,2950082254,DIET RITE  GRAPEFRUI,6/12OZ,4,62930
236,2950082294,DIET RITE PINK GRAPE,12/12O,2,61490
238,2950082932,DIET RITE GRAPE-FRUI,2 LT,8,62310
237,2950083254,DIET RITE MANGO MELO,6/12OZ,4,62860
238,2950083932,DIET RITE MANGO MELO,2 LT,8,63190
238,2950083933,DIET RITE MANGO MELO,2 LT,8,63190
237,2950085254,DIET RITE RED RASPBE,6/12OZ,4,62940
236,2950085294,DIET RITE RASPBERRY,12/12O,2,61600
241,2950085312,DIET RITE RED RASPBE,16 OZ,24,9810610
234,2950085762,DIET RITE RED RASP S,20 OZ,24,61110
238,2950085932,DIET RITE RED RASPBR,2 LT,8,62330
238,2950085933,DIET RITE RED RASPBE,2 LT,8,62330
237,2950086254,DIET RITE PEACH,6/12OZ,4,62900
225,2950086294,DIET RITE GOLDEN PEA,12/12O,2,61650
238,2950086932,DIET RITE PEACH,2 LT,8,62390
238,2950086933,DIET RITE GOLDEN PEA,2 LT,8,62390
237,2950089254,DIET RITE KIWI STRAW,6/12OZ,4,62850
236,2950089294,DIET RITE KIWI STRAW,12/12O,2,61590
234,2950089762,DIET RITE KIWI STRAW,20 OZ,24,61140
238,2950089932,DIET RITE KIWI STRAW,2 LT,8,62260
238,2950089933,DIET RITE KIWI STRWB,2 LT,8,62270
241,2950090312,DIET RITE LEMONADE N,16 OZ,24,62970
241,2950090762,DIET RITE LEMONADE S,20 OZ,24,61070
238,2950090932,DIET RITE LEMONADE,2 LT,8,62170
238,2950090933,DIET RITE LEMONADE,2 LT,8,62170
241,2950091312,DIET RITE KEY LIME N,16 OZ,24,62950
234,2950091762,DIET RITE KEY LIME S,20 OZ,24,61090
238,2950091932,DIET RITE KEY LIME,2 LT,8,62840
238,2950091933,DIET RITE KEY LIME,2 LT,8,62280
241,2950093312,DIET RITE FRUIT PUNC,16 OZ,24,62960
238,2950093932,DIET RITE FRUIT PUNC,2 LT,8,62310
238,2950093933,DIET RITE FRUIT PUNC,2 LT,8,62310
237,2950094254,~DIET RITE PASSION P,6/12OZ,4,61400
234,2950094762,~DIET RITE PASSION P,20 OZ,24,61130
238,2950094932,DIET RITE PASSION PL,2 LT,8,62260
238,2950094933,DIET RITE PASSION PL,2 LT,8,62260
225,3010400101,OLD TYME GINGER BEER,6/12OZ,4,7653
225,3010400103,OLD TYME  CHAMPAGNE,6/12OZ,4,7655
225,3010400104,OLD TYME CREAM  SODA,6/12OZ,4,7654
225,3010400105,OLD TYME NY MANDARIN,6/12OZ,4,7661
225,3010400109,OLD TYME  PINA COLAD,6/12OZ,4,7651
225,3010400110,OLD TYME JAMAICAN GN,6/12OZ,4,27970
225,3010400111,OLD TYME CREAM SODA,6/12OZ,4,27890
225,3010400113,JAMAICAN CHAMPAGNE C,6/12OZ,4,27980
225,3010400115,OLD TYME PINA COLADA,6/12OZ,4,27940
225,3010400149,OLD TYME DIET GINGER,6/12OZ,4,2922
225,3010400150,OLD TYME GINGER BEER,1 LT,12,29280
225,3010400174,OLD TYME NY PARK AVE,6/12OZ,4,7659
225,3010400175,OLD TYME DIET PK/AVE,6/12OZ,4,2927
225,3010400178,OLD T CHRRY LIME RIC,6/12OZ,4,76570
225,3010400179,OLD TYME DIET CHRYLM,6/12OZ,4,2924
225,3010400180,OLD TYME DIET CREME,6/12OZ,4,2923
225,3010400197,NEW YORK PARK AVE PU,6/12OZ,4,27950
225,3010400302,OLD TYME NY BLK-CHRR,6/12OZ,4,7658
225,3010400304,OLD TYME BLACK CHERR,6/12OZ,4,27960
225,3010400306,OLD TYME ORANGE SODA,6/12OZ,4,2790
225,3010400308,OLD TYME DIET BLK CH,6/12OZ,4,2925
225,3010400309,OLD TYME JAMAICAN DI,6/12OZ,4,27880
225,3010400310,OLD TYME DIET CREME,6/12OZ,4,27910
225,3010400311,DIET PARK AVENUE PUN,6/12OZ,4,27930
225,3010400312,OLD TYME DIET CREME,6/12OZ,4,27920
225,3010400313,OLD TYME DIET BLK CH,6/12OZ,4,27870
233,3049488122,APOLLONARIS   WATER,3 LT,12,3400530
234,3120000809,OCEAN SPRAY CRANBERR,16 OZ,24,59750
234,3120000826,OCEAN SPRAY FRUIT PU,16 OZ,24,320500
234,3120000827,OCEAN SPRAY RUBY RED,16 OZ,24,59760
234,3120000830,OCEAN SPR CRZY KIWI,16 OZ,24,61290
234,3120000839,OCEAN SPRAY MANDARIN,16 OZ,24,70500
234,3120000841,OCEAN SPRAY BLK CHRY,16 OZ,24,61250
234,3120000844,OCEAN SPRAY RUBY RED,16 OZ,24,320540
234,3120000846,OCEAN SPRAY MEGA MEL,16 OZ,24,61270
234,3120000862,OCEAN SPRAY CARIBBEA,16 OZ,24,70510
234,3120000883,OCEAN SPRAY MANGO MA,16 OZ,24,59780
234,3120000885,OCEAN SPRAY 100% ORA,16 OZ,24,59800
234,3120000890,OS KIWI WATERMELON,16 OZ,24,61220
234,3120000891,OCEAN SPRAY PEACH CI,16 OZ,24,61230
234,3120000892,OCEAN SPRAY CRANBERR,16 OZ,24,61210
234,3120000894,OCEAN SPRAY KIWI STR,16 OZ,24,59770
234,3120000895,OCEAN SPRAY CHRY CID,16 OZ,24,61200
234,3400000360,HERSHEY'S CHOCOLATE,16 OZ,24,70180
227,3680016390,WORLD CLASSICS COLA,2 LT,8,48141
227,3680016391,WRLD CLASSIC DIET CO,2 LT,8,48121
227,3680016393,WRLD CLASSIC CAF FR,2 LT,8,48161
227,3680016394,WORLD CLASSIC COLA 6,6/12OZ,4,48001
227,3680016395,WORLD CLASSICS S/F C,6/12OZ,4,48021
227,3680016397,WRLD CLASSC S/F  C/F,6/12OZ,4,48041
227,3680018205,WORLD CLASSICS COLA,12/12O,2,48061
227,3680018206,WORLD CLASSICS DT CO,12/12O,2,48081
227,3680018207,WORLD CLSC S/F C/F C,12/12O,2,48101
227,3828100201,DOM GINGERALE,2 LT,6,1551
227,3828100205,DOM COLA SODA,2 LT,6,1651
227,3828100207,DOMINICK'S COLA 3 LT,3 LT,6,1951
227,3828100209,DOM ORANGE SODA,2 LT,6,1601
227,3828100211,DOM ORANGE SODA 3 LT,3 LT,6,1971
227,3828100213,DOM ROOT BEER,2 LT,6,1701
227,3828100215,DOM DIET ROOT BEER,2 LT,6,1721
227,3828100249,DOM GINGER ALE,12 OZ,24,1001
227,3828100253,DOM COLA,12 OZ,24,1051
227,3828100255,DOM COLA,12/12O,2,901
227,3828100257,DOM CREME SODA,12 OZ,24,1201
227,3828100259,DOM CREME SODA,12/12O,2,921
227,3828100261,DOM ORANGE SODA,12 OZ,24,1101
227,3828100263,DOM ORANGE,12/12O,2,941
227,3828100265,DOM ROOT BEER SODA,12 OZ,24,1151
227,3828100267,DOM ROOT BEER,12/12O,2,961
227,3828100269,DOM DIET GINGER ALE,12 OZ,24,1351
227,3828100273,DOM DIET COLA,12 OZ,24,1401
227,3828100277,DOM DIET ROOT BEER,12 OZ,24,1451
227,3828100281,DOM FRUIT PUNCH,2 LT,6,1801
227,3828100285,DOM DIET COLA,2 LT,6,1751
227,3828100301,DOM LEMON LIME SODA,12 OZ,24,1301
227,3828100305,DOM GRAPE SODA,12 OZ,24,1251
227,3828100309,DOM DIET LEMON LIME,12 OZ,24,1501
227,3828100313,DOM LEM/LIME SODA,2 LT,6,1851
227,3828100315,DOM LEMON LIME SODA,3 LT,6,1961
227,3828100317,DOM BLACK CHERRY SOD,12 OZ,24,1311
227,3828100319,DOM DIET BLACK CHERR,12 OZ,24,1321
227,3828100321,DOM FRUIT PUNCH,12 OZ,24,1261
227,3828100325,DOM CHERRY COLA SODA,12 OZ,24,1331
227,3828100329,DOM SELTZER WATER,1 LT,12,1921
227,3828100331,DOM SPARKLING WATER/,1 LT,12,1911
227,3828100333,DOM TONIC WATER,1 LT,12,1941
227,3828100337,~DOM GINGER ALE,1 LT,12,1901
227,3828100341,DOM CREME SODA,2 LT,6,1831
227,3828100345,DOM CHERRY COLA,2 LT,6,1681
227,3828100349,DOM GRAPE SODA,2 LT,6,1871
227,3828100353,DOM DIET LEMON LIME,2 LT,6,1621
227,3828100357,DOMINICK'S CASE 12OZ,24/12O,1,1000
233,3828100361,DOMINICK'S SELTZER W,2 LT,6,1931
234,3828100365,DOM P.L TEA W/LEMON,16 OZ,24,70201
234,3828100369,DOM P.L RASPBERRY TE,16 OZ,24,70241
234,3828100373,DOM DIET TEA W/LEMON,16 OZ,24,70221
234,3828100377,~DOM'S KIWI STRWBERR,16 OZ,24,70281
234,3828100381,DOM P.L PINK LEMONAD,16 OZ,24,70261
234,3828100385,DOM CLEAR STRAWBERRY,20 OZ,24,70121
234,3828100389,DOM CLEAR CHERRY,20 OZ,24,70131
234,3828100393,DOM CLEAR PEACH,20 OZ,24,70141
234,3828100397,DOM CLEAR RASPBERRY,20 OZ,24,70151
233,3828100405,DOM LEMON SELTZER 2,2 LT,6,1981
233,3828100409,DOM 2 LITER LIME SEL,2 LT,6,1991
234,4100000146,LIPTN BREW WILD STRW,16 OZ,24,56120
234,4100000147,LIPTN BREW GREEN TEA,16 OZ,24,56110
241,4100000371,LIPTON BRISK,20 OZ,24,56180
241,4100000376,LIPTON RASPBERRY BRI,20 OZ,24,56190
234,4100000377,LIPTON DIET PEACH,16 OZ,24,56100
234,4100000378,LIPTON DIET RASPBERR,16 OZ,24,56090
241,4100000387,LIPTON CARIBBEAN COO,20 OZ,24,56200
237,4100000814,LIPTON BRISK ICED TE,6/12OZ,4,61700
235,4100000815,LIPTON BRISK ICED TE,24/12O,1,62800
238,4100000859,LIPTON BRISK TEA,2 LT,8,55500
234,4100000990,LIPTON BREW SWEETND,16 OZ,24,56050
234,4100000991,LIPTON BREW SWEETND,16 OZ,24,56040
234,4100000992,LIPTON BREW UNSWTND,16 OZ,24,56030
234,4100000994,LIPTON BREW PEACH,16 OZ,24,56070
234,4100000995,LIPTON ORIGINAL RASP,16 OZ,24,56060
234,4100000997,LIPTON ORIGINAL DIET,16 OZ,16,56080
234,4100001019,LIPTON ORIGNL SWTND,32 OZ,12,56120
234,4100001020,LIPTON ORIGINAL RASP,32 OZ,12,56110
234,4100001024,LIPTON CNTRY LEMNADE,16 OZ,24,56090
234,4100001025,LIPTON MOUNT BERRY A,16 OZ,24,56150
234,4100001027,LIPTON ORIG SWTND NO,32 OZ,12,56140
238,4100001028,LIPTON RASPBERRY BRI,2 LT,8,55520
234,4100001031,LIPTON ORIG UNSWTND,32 OZ,12,56130
238,4100001036,LIPTON BRISK TEA,3 LT,6,75410
238,4100001039,LIPTON BRISK,1 LT,12,56170
237,4100010288,LPTN 72CT TEA/NOSTLG,EA,48,9800601
237,4100010728,LIPTON DIET BRISK TE,6/12OZ,4,61710
236,4100010958,LIPTON BRISK ICED TE,12/12O,2,61620
237,4117517280,PS DIET CAFF FREE CO,6/12OZ,4,2141
237,4117517281,PS ROOT BEER,6/12OZ,4,2201
237,4117517285,PS COLA,6/12OZ,4,2101
237,4117517286,PS DIET COLA,6/12OZ,4,2141
237,4117517287,PS LEMON LIME,6/12OZ,4,2161
237,4117517290,PS ORANGE,6/12OZ,4,2241
237,4133104060,GOYA TROPIC COLA,6 CT,4,310120
237,4133104063,GOYA COCO NUT SODA,6 CT,4,310110
233,4150880000,SAN PELLEGRINO WATER,3 LT,12,34070
233,4150880012,SAN PELLIGRINO SPARK,25.3 O,12,55600
238,4154500035,NU GRAPE SODA PPD,2 LT,8,62650
225,4154500069,NU GRAPE SODA,6 PK,4,6267
238,4154500084,NU GRAPE SODA PPD,2 LT,8,62650
241,4154508603,NESBITT'S HONEY LEMO,20 OZ,24,54500
236,4154508611,NESBITTS CAL LEMADE,6/12OZ,4,55130
238,4154508613,NESBITT'S LEMONADE,1 LT,12,56260
238,4154508619,NESBITTS HONEY LEMON,2 LT,8,55330
235,4154508631,NESBITT'S LEMONADE,24/12O,1,56380
238,4154508644,NESBITT'S LEMONADE,3 LT,6,75400
236,4154526485,NESBITTS CAL SUNTEA,6/12OZ,6,55140
237,4171000000,ORANGE CRUSH 6PK,6/12OZ,4,57250
237,4171000001,CRUSH GRAPE CANS,6/12OZ,4,57020
237,4171000002,STRAWBERRY CRUSH,6/12OZ,4,57060
237,4171011208,ORANGE CRUSH,1 LT,12,57420
238,4171011288,CRUSH ORANGE PP .99,2 LT,8,57730
238,4171011298,ORANGE CRUSH,3 LITE,6,50770
235,4171011341,$ORANGE CRUSH,24/12O,1,62530
236,4171011342,ORANGE CRUSH CANS$,12/12O,2,57150
235,4171011349,ORANGE CRUSH,24/12O,1,62540
238,4171012288,CRUSH GRAPE,2 LT,8,57760
236,4171012342,CRUSH GRAPE,12/12O,2,57290
238,4171013288,CRUSH STRAWBERRY,2 LT,8,57720
236,4171013342,CRUSH STRAWBERRY,12 CT,2,57300
238,4171015288,CRUSH PINEAPPLE,2 LT,8,57170
225,4171015348,PINEAPPLE CRUSH,6/12OZ,4,57180
238,4171019288,CRUSH ORG DIET,2 LT,8,57630
236,4171019342,CRUSH ORANGE S/F CAN,12/12O,2,57120
237,4171019348,CRUSH SUGAR FREE CAN,6/12OZ,4,57000
239,4171021798,$ORANGE CRUSH NR 8 P,8/20OZ,3,58190
238,4171031288,$CRUSH PUNCH PPD$.99,2 LT,8,57770
238,4171041278,HIRES ROOT BEER N/R,2 LT,8,57800
236,4171041332,$HIRES ROOT BEER,12/12O,2,57130
238,4171042208,DIET HIRES ROOT BEER,2 LT,8,57790
236,4171051397,HIRES ROOT BEER,15/12O,2,9810600
239,4171080001,$ORANGE CRUSH NR 8 P,8/20OZ,3,58190
233,4171089109,CRUSH RAINBOW PACK,24/12O,1,9857250
237,4300000690,COUNTRY TIME LEMONAD,6/12OZ,4,9877771
234,4300084096,"CNTRY TIME LEMONDE""H",16 OZ,24,72170
234,4300084098,COUNTRY TIME PINK LE,16 OZ,24,72180
234,4300095072,CRYSTAL LIGHT LEMONA,16 OZ,24,70380
234,4300095073,CRYSTAL LIGHT FRUIT,16 OZ,24,70330
234,4300095076,CRYSTAL LIGHT RASPBE,16 OZ,24,70310
234,4300095151,COUNTRY TIME KIWI ST,16 OZ,24,72200
234,4300095152,COUNTRY TIME TANGRNE,16 OZ,24,72190
238,4300095242,COUNTRYTIME LEMONADE,1 LT,12,59000
238,4300095265,COUNTRY TIME LEMONAD,2 LT,8,57780
235,4300095290,COUNTRYTIME LEMONADE,24/12O,1,57350
234,4300098076,CRYSTAL LIGHT STRW/O,16 OZ,24,70360
234,4300098077,CRYSTAL LIGHT PINK L,16 OZ,24,70370
241,4300098080,COUNTRY TIME LEMONAD,20 OZ,24,59010
234,4300098500,CRYSTAL LIGHT KIWI S,16 OZ,24,70320
234,4300098501,CRYSTAL LIGHT PASSIO,16 OZ,24,70390
234,4612126074,CAP 10 CHERRY/RASPB,1 LT,12,74890
233,4612126079,CAP 10  ORANGE,1 LT,12,70700
234,4612126080,CAP 10 LEMON/LIME,1 LT,12,74800
234,4612126082,CAP 10 CRAN LIME WAT,1 LT,12,74880
237,4640010021,SUNKIST GRAPE,6/12OZ,4,51480
238,4640010026,SUNKIST GRAPE,2 LT,8,51900
237,4640010041,SUNKIST STRAWBERRY,6/12OZ,4,51470
238,4640010046,SUNKIST STRAWBERRY,2 LT,8,51890
238,4640010132,SUNKIST ORANGE,2 LT,8,51910
235,4640010143,SUNKIST ORANGE,24/12O,1,50450
239,4640010183,SUNKIST ORANGE 8 PK,8/20OZ,8,52110
237,4640010244,SUNKIST LEMONADE,6/12OZ,4,51170
241,4640010249,SUNKIST LEMONADE N.R,20 OZ,24,50770
238,4640010255,SUNKIST LEMONADE,2 LT,8,51150
237,4640010274,SUNKIST DIET LEMONAD,6/12OZ,4,51180
238,4640010285,SUNKIST DIET LEMONAD,2 LT,8,51160
235,4640012000,SUNKIST FLAVOR PACK,24/12O,1,50370
237,4640014021,SUNKIST ORANGE,6/12OZ,4,51370
236,4640014026,SUNKIST ORANGE,12/12O,2,52060
237,4640015021,SUNKIST ORANGE DIET,6/12OZ,4,51380
225,4640018026,SUNKIST ORANGE,12/12O,2,52060
241,4640054031,SUNKIST ORANGE N.R.,20 OZ,24,50760
238,4640054081,SUNKIST ORANGE,2 LT,8,51910
238,4640054211,SUNKIST ORANGE 3LTR,3 LT,6,50830
238,4640055081,SUNKIST ORANGE DIET,2 LT,8,51990
233,4850000290,TROP. TROPICAL ORANG,4/10OZ,6,2361
233,4850000292,TROPICANA WILD BERRI,4/10OZ,6,2341
233,4850000293,TROP. CRANBERRY ORCH,4/10OZ,6,2381
233,4850000294,TROPICANA ORANGE SPA,23 OZ,12,2321
233,4850000295,TROP GOLDEN-GRP SPAR,23 OZ,12,2261
233,4850000296,TROP WILD BERRY SPAR,23 OZ,12,2301
233,4850000297,TROP CRANBERRY ORCHA,23 OZ,12,2241
234,4879400001,CELESTIAL LEMON ZING,16 OZ,24,78780
234,4879400003,CELESTIAL ICED TEA W,16 OZ,24,78800
234,4879400005,CELESTIAL CRANBERRY,16 OZ,24,78820
234,4879400006,CELESTIAL RASPBERRY,16 OZ,24,78760
225,4900000035,CHERRY COKE NR,16 OZ,24,52140
238,4900000036,CHERRY COKE PP$.99,2 LT,8,52570
225,4900000043,COCA-COLA N/R,16 OZ,24,52170
241,4900000044,COCA COLA CLASSC SNG,20 OZ,24,53270
241,4900000045,DIET COKE SNGLE SERV,20 OZ,24,53280
237,4900000050,CHERRY COKE,6/12OZ,4,52300
236,4900000057,~CHERRY COKE CANS,12/12O,2,52230
237,4900000069,COKE II 6 PACK,6/12OZ,4,52370
235,4900000070,COKE CLASSIC CANS,24/12O,1,53000
237,4900000113,MINUTE MAID ORANGE 6,6/12OZ,4,52450
225,4900000114,SPRITE N/R,16 OZ,24,52090
235,4900000129,SPRITE,24/12O,1,63030
237,4900000132,SPRITE CANS,6/12OZ,4,52430
241,4900000142,COKE CLASSIC 1 LTR P,1 LT,12,52840
239,4900000162,CLASSIC COKE NR,8/20OZ,3,52100
239,4900000164,DIET COKE NR,8/20OZ,3,52120
238,4900000170,MIN MAID ORANGE PP$.,2 LT,8,52710
239,4900000172,COKE C/F DIET,8/20OZ,3,52130
239,4900000174,SPRITE N.R.,8/20OZ,3,52140
241,4900000182,COKE X-MAS PACKAGE S,8 OZ,1,9800540
235,4900000189,TAB CANS,24/12O,1,53100
237,4900000193,TAB,6/12OZ,4,52310
239,4900000199,DIET SPRITE 8/20 OZ,8/20OZ,3,52160
236,4900000225,MINUTE MAID ORANGE,12/12O,2,52780
238,4900000243,CAFFEINE FREE CLASSI,2 LT,8,63050
237,4900000248,FRESCA,6/12OZ,4,52330
237,4900000254,CAFFEINE FREE CLASSI,6/12OZ,4,52810
239,4900000259,CAFF-FREE COKE CLASS,4/16OZ,6,53310
236,4900000272,CAFFEINE,FREE C,2,63040
225,4900000280,MINUTE MAID PUNCH,2 LT,8,52720
225,4900000284,CAFFEINE FREE CLASSI,12/16O,2,63060
236,4900000301,CAFFEINE  FREE CLASS,12/12O,2,63040
235,4900000303,CAFF FREE CLASSIC CO,24/12O,1,52890
225,4900000329,MINUTE MAID DIET ORA,12/12O,2,52790
225,4900000333,CAFFEINE FREE CLASSI,2 LT,8,63050
237,4900000403,DIET CHERRY COKE,6/12OZ,4,52320
225,4900000404,CHERRY COKE DIET CAN,12/12O,2,52260
225,4900000410,CHERRY COKE DIET,2 LT,8,52690
235,4900000459,SPRITE DIET,24/12O,1,52910
237,4900000460,DIET SPRITE CANS,6/12OZ,4,52360
238,4900000522,DIET COKE,1 LT,12,52800
238,4900000524,COKE CLASSIC,1 LT,12,-268438844
225,4900000546,COKE II 2LTR PPD $.9,2 LT,8,52670
238,4900000550,TAB PPD $.99,2 LT,8,52700
238,4900000551,SPRITE,2 LT,8,52680
239,4900000553,COKE C/F DIET,8/20OZ,3,52130
239,4900000554,CHERRY COKE,8/20OZ,3,52090
238,4900000569,SPRITE DIET,2 LT,8,52650
239,4900000570,CLASSIC COKE NR,8/20OZ,3,52100
239,4900000571,DIET COKE NR,8/20OZ,3,52120
238,4900000572,FRESCA SODA,2 LT,8,52740
238,4900000579,SPRITE,1 LT,12,52850
236,4900000600,SPRITE CANS,12/12O,2,52250
237,4900000634,COCA-COLA CLASSIC CA,6/12OZ,4,52350
236,4900000636,COKE CLASSICS CANS,12/12O,2,52220
225,4900000638,COKE CLASSIC NR,16 OZ,24,52150
238,4900000639,COCA-COLA CLASSIC,2 LT,8,52590
239,4900000640,COKE CLASSIC N/R,4/16OZ,6,53300
238,4900000642,COKE CLASSIC,1 LT,12,52840
237,4900000658,COKE DIET CANS,6/12OZ,4,52340
238,4900000663,DIET COKE,2 LT,8,52640
238,4900000664,DIET COKE,1 LT,12,52800
225,4900000666,COKE DIET NR,16 OZ,24,52130
239,4900000669,SPRITE,8/20OZ,3,52140
225,4900000675,COKE DIET (RET),8/16OZ,3,52460
237,4900000725,MELLO YELLO 6PK $,6/12OZ,4,52470
238,4900000726,MELLO YELLO,2 LT,8,52690
241,4900000764,COKE PROD(ASST) SING,20 OZ,24,53290
239,4900000897,SPRITE DIET N/R $,4/16OZ,6,53350
236,4900000914,~DIET COKE CANS,12/12O,2,52280
236,4900000927,SPRITE DIET CANS,12/12O,2,52210
237,4900000929,COKE DIET CAFFEINE F,6/12OZ,4,52380
225,4900000931,COKE DIET CAFFEINE F,16 OZ,24,52110
238,4900000935,COKE DIET CAFFEINE F,2 LT,8,52600
225,4900000951,COKE CAFFEINE FREE,2 LT,8,52580
225,4900000967,CAFFEINE FREE COKE C,12/12O,2,52300
236,4900000968,CAFFEINE FREE DIET C,12/12O,2,52240
236,4900000980,COKE II,12/12O,2,52290
236,4900000981,~DIET COKE CANS,12/12O,2,52280
225,4900000982,TAB CANS,12/12O,2,52270
236,4900000983,SPRITE CANS,12/12O,2,52250
236,4900000984,SPRITE DIET CANS,12/12O,2,52210
225,4900000987,COCA-COLA N/R (PLAST,16 OZ,24,5293
239,4900000989,DIET COKE N/R,4/16OZ,6,53320
239,4900000990,CAFF-FREE DIET COKE,4/16OZ,6,53330
239,4900000993,SPRITE N/R,4/16OZ,4,52920
237,4900000999,MINUTE MAID PUNCH 6,6/12OZ,4,52460
225,4900001015,C.F. DIET COKE (RETU,8/16OZ,3,52560
236,4900001020,CAFFEINE FREE DIET C,12/12O,2,52240
235,4900001063,DIET COKE CANS,24/12O,1,52970
235,4900001178,COCA COLA CAFF-FREE,24/12O,1,52980
236,4900001186,MINUTE MAID ORANGE,12/12O,2,53450
236,4900001210,CHERRY COKE,12/12O,2,53480
236,4900001252,COKE CLASSICS CANS,12/12O,2,52220
239,4900001267,COCA-COLA CLASSIC (R,8/16OZ,3,52550
235,4900001278,COKE CLASSIC CANS,24/12O,1,52950
225,4900001301,BRAND SPRITE,2 LT,8,52680
225,4900001302,DIET SPRITE PPD $1,2 LT,8,52650
238,4900001386,BRAND COKE,2 LT,8,52670
235,4900001387,CHERRY COKE,24/12O,1,53180
238,4900001405,b,2 LT,8,52700
238,4900001478,MINUTE MAID ORANG,2 LT,1,52710
225,4900001480,COKE PRODUCTS PPD$1.,2 LT,1,9900670
225,4900001533,FRESCA CANS,12/12O,2,52200
225,4900001550,COCA-COLA CLASSIC PL,12/16O,2,52470
225,4900001551,DIET COKE PLASTIC,12/16O,2,52480
225,4900001552,SPRITE PLASTIC $,12/16O,2,5250
236,4900001553,ÂFRESCA CANS,12/12O,2,52200
225,4900001571,COCA COLA (20 OZ.),20 OZ,24,52940
225,4900001601,COKE 20OZ NR PREPRIC,20 OZ,24,63020
225,4900001672,MINUTE MAID ORANGE P,12/16O,2,5242
225,4900001674,CAFFEINE FREE DIET C,12/12O,2,52240
238,4900001827,MIN MAID FRUIT PUNCH,2 LT,8,52720
237,4900001834,COKE X-MAS 6 PACK,6/8 OZ,1,9800550
225,4900001855,MINUTE MAID PUNCH PP,2 LT,8,52720
225,4900001870,COKE 20OZ NR PREPRIC,20 OZ,24,63020
241,4900001873,MIN MAID PNCH PP$.5,20 OZ,24,52900
241,4900001879,COKE NR PP,20 OZ,24,63020
238,4900001884,COKE II 2LTR PPD $.9,2 LT,8,52670
238,4900001885,CHERRY COKE PPD $.99,2 LT,8,52570
238,4900001886,MINUTE MAID ORANGE,2 LT,8,52710
238,4900001887,MINUTE MAID PUNCH,2 LT,8,52720
238,4900001888,MELLO YELLOW PPD .99,2 LT,8,52690
241,4900001890,CHERRY COKE SINGLE P,20 OZ,24,53420
239,4900001891,M MAID ORG SNGL,20 OZ,24,53410
225,4900001900,CHRISTMAS BTLS 8OZ,8OZ NR,6,9810590
241,4900001905,COKE CLASSIC 1 LTR P,1 LT,12,52840
238,4900001906,DIET COKE 1LTR PP .7,1 LT,12,52800
241,4900001907,SPRITE 1 LTR PP .79,1 LT,12,52850
241,4900001964,SINGLE SERVE UPC COD,16 OZ,24,54600
241,4900001968,PEPSI SINGL SERV 20,20 OZ,24,54600
239,4900002217,CHERRY COKE,8/20OZ,3,52090
238,4900002319,SPRITE,1 LT,12,52850
238,4900002385,BARQ'S ROOT BEER,2 LT,8,52410
236,4900002386,~BARQ'S ROOT BEER,12/12O,2,53460
238,4900002395,BARQ'S ROOT BEER,2 LT,8,52410
237,4900002398,BARQ DIET ROOT BEER,6/12OZ,4,52420
236,4900002399,DT BARQ'S ROOT BEER,12/12O,2,53470
238,4900002403,BARQ'S DIET RT BEER,2 LT,8,52440
239,4900002420,BARQ'S ROOT BEER,8/20OZ,3,52150
235,4900002425,DIET BARQS CANS,24/12O,1,53110
235,4900002426,BARQ'S ROOT BEER,24/12O,1,52960
234,4900002504,FRUITOPIA GRAPE BEYO,16 OZ,12,70850
234,4900002505,NESTEA BOTTLE,16 OZ,24,63240
235,4900041834,COKE X-MAS 24 PACK,24/8 O,1,9800560
241,4916276484,TING DRINK N.R.,12 OZ,24,65040
233,4930110001,NEW YORK SLTZR BLK C,4/10OZ,6,29390
225,4930110002,NEW YORK SELTZR VAN,4/10OZ,6,29410
225,4930110003,NEW YORK SELTZR ROOT,4/10OZ,6,29400
225,4930110004,NEW YORK SELTZR ORAN,6/10OZ,4,2944
233,4930110005,NEW YORK SELTZER RAS,4/10OZ,6,29380
233,4930110006,NEW YORK SELTZR LEMO,6/10OZ,6,29430
225,4930110007,NEW YORK SELTZR CONC,4/10OZ,6,29460
225,4930110008,NEW YORK SELTZR BLUE,6/10OZ,4,2945
225,4930110009,NEW YORK SELTZER COL,6/10OZ,4,29470
233,4930110010,NEW YORK SELTZER PEA,4/10OZ,6,29420
225,4930110101,NEW YORK SELTZR BLK,1 LT,12,29490
225,4930110102,NEW YORK SELTZER VAN,1 LT,12,29520
225,4930110105,NEW YORK SELTZER RAS,1 LT,12,29480
225,4930110106,NEW YORK SELTZER LEM,1 LT,12,29500
225,4930110109,NEW YORK SELTZER COL,1 LT,12,2951
233,4930110301,NEW YORK SELTZER BLK,16 OZ,24,29270
234,4930110302,NY SELTZ VAN CREAM,16 OZ,24,29290
